Art_Title,Department,Submission_Date,Artist,Nationality,Gender,Birth,Death
"Lemke House, Berlin, Germany, Plan and elevation sketches",Architecture & Design,1932,Ludwig Mies van der Rohe,American,Male,1886,1969
Finger Pointing from The New York Collection for Stockholm,Prints & Illustrated Books,1973,Roy Lichtenstein,American,Male,1923,1997
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Drawings,1984,Sherrie Levine,American,Female,1947,1975
Tailpiece (page 204) from FABLES,Prints & Illustrated Books,1818,Thomas Bewick,British,Male,1753,1828
Owl (Boscoe),Prints & Illustrated Books,2013,Peter Doig,British,Male,1959,1975
Untitled,Photography,1944,U.S. Army Signal Corps,American,Unknown,1915,1975
No Title (You have a clear...),Drawings,1990,Raymond Pettibon,American,Male,1957,1975
Anissa's Dress,Photography,1970,Ken Josephson,American,Male,1932,1975
Martha's Vineyard 11,Photography,1950,Aaron Siskind,American,Male,1903,1991
"Email correspondence between Kinmont and Dean MacGregor, “I wanted to ask you about Christopher D’Arcangelo….,”",Prints & Illustrated Books,2008,Ben Kinmont,American,Male,1963,1975
New York Studio School letterhead,Architecture & Design,1950,Herbert Matter,American,Male,1907,1984
"Ahmedabad, India",Photography,1966,Henri Cartier-Bresson,French,Male,1908,2004
Garden of Memories,Drawings,1917,Charles Burchfield,American,Male,1893,1967
Untitled from the series Theme for an Aztec Moralist,Prints & Illustrated Books,1983,David Salle,American,Male,1952,1975
C-B-1,Painting & Sculpture,1978,Al Held,American,Male,1928,2005
"Untitled from The seemingly literal, thus faithful (Version)",Prints & Illustrated Books,2012,Justin Matherly,American,Male,1972,1975
"Avenue des Champs-Élysées, Paris",Photography,1968,Henri Cartier-Bresson,French,Male,1908,2004
"Cesar Lomellini Family, Colcampata, Cuzco",Photography,1928,Martín Chambi,Peruvian,Male,1891,1973
(Hypo crystals in tray),Photography,1956,Edmund Teske,American,Male,1911,1996
spcinvdrs shld 8x1001,Drawings,2003,Chad Ferber,American,Male,1975,1975
LUXEMBOURG -- FONTAINE DE MÉDICIS,Photography,1900,Eugène Atget,French,Male,1857,1927
"Mechanical Orchestra, possibly at the Hardware Poet’s Playhouse, Yam Festival, May 6, 1963",Prints & Illustrated Books,1963,Joe Jones,American,Male,1934,1993
M,Media and Performance Art,1990,Klaudia Kemper,Chilean,Female,1966,1975
Portrait of Peter,Drawings,1966,David Hockney,British,Male,1937,1975
MUSTARD (FRENCH'S) from the portfolio STAINS,Prints & Illustrated Books,1969,Edward Ruscha,American,Male,1937,1975
Katamari Damacy,Architecture & Design,2003,Keita Takahashi,Japanese,Male,1975,1975
"Gull's Nest, Late on Midsummer Night, Isle of Skye",Photography,1947,Bill Brandt,British,Male,1904,1983
Kom BV Vases,Architecture & Design,1986,Vincent de Rijk,Dutch,Male,1962,1975
"Duplicate of plate from folio 4 verso (supplementary suite, plate 2) from ARDICIA",Prints & Illustrated Books,1978,Pablo Palazuelo,Spanish,Male,1916,2007
In-text plate (folio II) from THE HIDDEN BOY,Prints & Illustrated Books,1984,Jay Bolotin,American,Male,1949,1975
Untitled,Prints & Illustrated Books,1990,David Wojnarowicz,American,Male,1954,1992
"French Embassy Staff Quarters, New Delhi, India",Architecture & Design,1967,Raj Rewal,Indian,Male,1934,1975
Untitled,Drawings,1990,George Woodman,American,Male,1932,1975
Plate (facing page 114) from JOURNEYS AMONG THE DEAD,Prints & Illustrated Books,1987,Eugène Ionesco,French,Male,1909,1994
Snowdon from North Wales,Prints & Illustrated Books,1996,Chris Ofili,British,Male,1968,1975
Henri Cartier-Bresson Drawing His Self-Portrait,Photography,1992,Martine Franck,Belgian,Female,1938,2012
"Plate (volume II, folio 8) from TWO BOOKS 1969",Prints & Illustrated Books,1969,Richard Tuttle,American,Male,1941,1975
THE POET ASSASSINATED,Prints & Illustrated Books,1968,Jim Dine,American,Male,1935,1975
"Weissenhof Apartment House, ""The Dwelling"" Exhibition, Stuttgart, Germany (Apartment and/or house plans)",Architecture & Design,1926,Ludwig Mies van der Rohe,American,Male,1886,1969
Anthropometry: Princess Helena,Painting & Sculpture,1960,Yves Klein,French,Male,1928,1962
VIEILLE MAISON. 6 RUE DE FOURCY,Photography,1910,Eugène Atget,French,Male,1857,1927
Umakichi,Prints & Illustrated Books,1965,Ruth Asawa,American,Female,1926,2013
Plate (page 83) from PARADISE GARDEN,Prints & Illustrated Books,1971,Sidney Nolan,Australian,Male,1917,1992
Untitled,Drawings,1942,Yves Tanguy,American,Male,1900,1955
"Flowers, sketch for the ballet scenes for the film Fantasia",Drawings,1940,Disney Studios,American,Unknown,1915,1975
Untitled,Drawings,2003,Dr. Lakra (Jerónimo López Ramírez),Mexican,Male,1970,1975
The Grass Maze from American Abstract Artists 60th Anniversary Print Portfolio,Prints & Illustrated Books,1997,Lucio Pozzi,American,Male,1935,1975
Circus,Prints & Illustrated Books,1930,Mabel Dwight,American,Female,1876,1955
Untitled (The Black Pagoda I) from The Black Pagoda,Prints & Illustrated Books,1966,Ynez Johnston,American,Female,1920,1975
"Place du Carrousel, Arc de Triomphe du Carrousel",Photography,1911,Eugène Atget,French,Male,1857,1927
Benjamin and Ida Brave - Hampton students - and their family. Sioux,Photography,1899,Frances Benjamin Johnston,American,Female,1864,1952
Plate (page 122) from POÈSIES ANTILLAISES,Prints & Illustrated Books,1959,Henri Matisse,French,Male,1869,1954
"Ambassade d'Autriche, 57 rue de Varenne",Photography,1905,Eugène Atget,French,Male,1857,1927
"The Planet as Festival: Design of a Roof to Discuss Under, project (Perspective)",Architecture & Design,1972,Ettore Sottsass,Italian,Male,1917,2007
Chair without Arms (Perspective sketch),Architecture & Design,1931,Ludwig Mies van der Rohe,American,Male,1886,1969
Pains d'Epices de Dijon,Architecture & Design,1894,Henri-Gustave Jossot,French,Male,1866,1951
"#7 (plate, folio 22) from THE NEGATIVE WAY",Prints & Illustrated Books,1964,Paul Brach,American,Male,1924,2007
Pierced and Beset,Prints & Illustrated Books,1951,Lee Chesney,American,Male,1920,1975
Untitled from The Tower of Terror Studies,Drawings,1994,Cady Noland,American,Female,1956,1975
Abstract Print from New York International,Prints & Illustrated Books,1966,Ad Reinhardt,American,Male,1913,1967
In-text plate (page 14) from PARALLÈLEMENT,Prints & Illustrated Books,1900,Pierre Bonnard,French,Male,1867,1947
Plate (folio 30) from HORS DE LA COLLINE,Prints & Illustrated Books,1983,Henri Michaux,French,Male,1899,1984
"HEART (AS IN ""HE HAS HEART"")",Prints & Illustrated Books,1966,R. B. Kitaj,American,Male,1932,2007
Platter (No. 38),Architecture & Design,1948,James Prestini,American,Male,1908,1993
"Front cover from ATLAN, FRIE KUNSTNERE Volume 4",Prints & Illustrated Books,1950,Jean-Michel Atlan,French,Male,1913,1960
Headpiece (page 275) from FABLES,Prints & Illustrated Books,1818,Thomas Bewick,British,Male,1753,1828
Diet Soda,Prints & Illustrated Books,1969,Gregory Masurovsky,American,Male,1929,2009
Snowy Owl,Drawings,2003,David Noonan,Australian,Male,1969,1975
A Fantasy of St. Petersburg. Study for backdrop for Scene IV of the ballet Aleko,Drawings,1942,Marc Chagall,French,Male,1887,1985
"Sketchbook: El Golea, II",Drawings,1948,Jean Dubuffet,French,Male,1901,1985
"Montmartre, rue de Mont-Cenis",Photography,1924,Eugène Atget,French,Male,1857,1927
Headpiece (page 303) from FABLES,Prints & Illustrated Books,1818,Thomas Bewick,British,Male,1753,1828
Assia,Painting & Sculpture,1938,Charles Despiau,French,Male,1874,1946
Untitled,Photography,1949,Unknown,Unknown,Unknown,1915,1975
"DEPARTURE ON HORSEBACK, proof of fifth stone (unbound supplementary suite) from L'HOMME DU COMMUN",Prints & Illustrated Books,1944,Jean Dubuffet,French,Male,1901,1985
Composition No. 19,Photography,1929,Florence Henri,Swiss,Female,1893,1982
"Beer Tavern, Peoria, Illinois",Photography,1938,Arthur Rothstein,American,Male,1915,1985
Yohko,Photography,1964,Masahisa Fukase,Japanese,Male,1934,2012
"Seated Nude, Arms Crossed on Chest (Nu assis, bras croisés sur la poitrine)",Prints & Illustrated Books,1929,Henri Matisse,French,Male,1869,1954
"And I John Saw These Things, and Heard Them (C'est moi, Jean, qui ai vu et qui ai ouï ces choses) from Apocalypse of Saint John (Apocalypse de Saint-Jean)",Prints & Illustrated Books,1899,Odilon Redon,French,Male,1840,1916
"""At Home"" Mount of Olives",Photography,1859,Unknown,Unknown,Unknown,1915,1975
Honors (Striped Burial) from the series House Beautiful: Bringing the War Home,Photography,1969,Martha Rosler,American,Female,1943,1975
Plate (page 115) from PENTATOLI,Prints & Illustrated Books,1928,Edouard-Léon-Louis Edy-Legrand,French,Male,1892,1970
"Lillian Gish in ""Within the Gates""",Photography,1934,Edward Steichen,American,Male,1879,1973
"Untitled, from a unique album titled ""Photographs by Rudolph Burckhardt; Sonnet by Edwin Denby""",Photography,1946,Rudy Burckhardt,American,Male,1914,1999
Jazz Set for Gilbert,Fluxus Collection,1981,Joe Jones,American,Male,1934,1993
"Tortoise (plate, folio 31 verso) from A Bestiary",Prints & Illustrated Books,1990,Trevor Winkfield,British,Male,1944,1975
Plate (page 17) from RYTHMES-COULEURS,Prints & Illustrated Books,1966,Sonia Delaunay-Terk,French,Female,1885,1979
Untitled from Cuban Sketch Book,Drawings,1917,Jules Pascin,American,Male,1885,1930
Plate (folio 106) from LA VILLE,Prints & Illustrated Books,1925,Frans Masereel,Belgian,Male,1889,1972
Destroy All Monsters Magazine Issue #1,Prints & Illustrated Books,1976,Destroy All Monsters,Unknown,Unknown,1915,1975
Plate (page 75) from PARADISE GARDEN,Prints & Illustrated Books,1971,Sidney Nolan,Australian,Male,1917,1992
A Railroad Crossing,Photography,1955,Simpson Kalisher,American,Male,1926,1975
"Dear Reader, Don't Read",Prints & Illustrated Books,1973,Ulises Carrión,Mexican,Male,1941,1989
The Seduction of Galileo Galilei,Prints & Illustrated Books,2011,Aleksandra Mir,American,Female,1967,1975
"GLUTTONY (headpiece, folio 9) from THE SEVEN DEADLY SINS",Prints & Illustrated Books,1958,Leonard Baskin,American,Male,1922,2000
All the World's Fighter Planes,Drawings,1994,Fiona Banner,British,Female,1966,1975
Sir Thomas Beecham Conducting,Painting & Sculpture,1935,Walter Richard Sickert,British,Male,1860,1942
"Redstart, Male",Photography,1940,Eliot Porter,American,Male,1901,1990
From the South Forty to the Bunkhouse,Prints & Illustrated Books,1972,Allen Ruppersberg,American,Male,1944,1975
Plate (folio 6 verso) from VOCES,Prints & Illustrated Books,1964,Libero Badii,Argentine,Male,1916,2001
"Titled (Art as Idea as Idea) The Word ""Definition""",Painting & Sculpture,1967,Joseph Kosuth,American,Male,1945,1975
Sunday people say something,Drawings,1996,Yoshitomo Nara,Japanese,Male,1959,1975
Untitled,Photography,1949,Unknown,Unknown,Unknown,1915,1975
Product,Media and Performance Art,1972,William Wegman,American,Male,1943,1975
CHESSEDLACH OF WARSAW,Photography,1937,Roman Vishniac,American,Male,1897,1990
colorful guy with hat,Drawings,1996,Yoshitomo Nara,Japanese,Male,1959,1975
SAINT NICOLAS DU CHARDONNET. TOMBEAU DE GÉRÔME BIGNON PAR GIRARDON,Photography,1917,Eugène Atget,French,Male,1857,1927
White Handkerchief on the Grass,Prints & Illustrated Books,1973,Kyu-Baik Hwang,Korean,Male,1932,1975
"THE THEATER DIRECTOR (plate, facing page 172) from RÉINCARNATIONS DU PÈRE UBU",Prints & Illustrated Books,1924,Georges Rouault,French,Male,1871,1958
Ich kann (a) darf (b) und will (c) nicht from Book Drafts,Drawings,1995,Rosemarie Trockel,German,Female,1952,1975
"Twin House, Liberty, New York (Concept drawing)",Architecture & Design,1990,Thomas Leeser,German,Male,1952,1975
"Urban Passage Project, Axonometric",Architecture & Design,1974,Massimo Scolari,Italian,Male,1943,1975
Untitled,Photography,1930,Doris Ulmann,American,Female,1884,1934
Residents at the Boarding House,Film,1971,Residents,American,Unknown,1972,1975
Parallelogramme (Parallelograms),Drawings,1975,Isa Genzken,German,Female,1948,1975
Fraser,Prints & Illustrated Books,1966,Larry Rivers,American,Male,1923,2002
Low Tide Wandering No. 138 (Wattwanderung No. 138) from Low Tide Wandering (Wattwanderung),Prints & Illustrated Books,2001,Thomas Schütte,German,Male,1954,1975
SEVEN PASSAGES TO A FLIGHT,Prints & Illustrated Books,1995,Faith Ringgold,American,Female,1930,1975
"THE CART STUCK IN THE MUD (plate 70, 1st supplementary suite) from FABLES",Prints & Illustrated Books,1939,Marc Chagall,French,Male,1887,1985
Mabou,Photography,1991,Robert Frank,American,Male,1924,1975
0-135,Photography,1971,Jan Dibbets,Dutch,Male,1941,1975
Plate (folio 48) from LYRIK,Prints & Illustrated Books,1987,A.R. Penck (Ralf Winkler),German,Male,1939,2017
Bison,Prints & Illustrated Books,1924,Ezio Martinelli,American,Male,1913,1981
Chair with Arms. Unidentifiable sketches. (Elevation sketch),Architecture & Design,1936,Ludwig Mies van der Rohe,American,Male,1886,1969
Les Trois Fées,Prints & Illustrated Books,1948,Louise Bourgeois,American,Female,1911,2010
Low Tide Wandering No. 52 (Wattwanderung No. 52) from Low Tide Wandering (Wattwanderung),Prints & Illustrated Books,2001,Thomas Schütte,German,Male,1954,1975
"Springtime, New Orleans",Prints & Illustrated Books,1925,"George Overbury (""Pop"") Hart",American,Male,1868,1933
Atelier für Buchgewerbliche Herstellung Ernst Keller letterhead,Architecture & Design,1927,Georg Trump,German,Male,1896,1985
Exploited Subjects from Artists & Photographs,Prints & Illustrated Books,1970,Bernar Venet,French,Male,1941,1975
Waiting for Beginnings,Drawings,2000,Jockum Nordström,Swedish,Male,1963,1975
Maiakovskii-plakatist. Kriticheskii ocherk,Prints & Illustrated Books,1940,Marko Kyrnars'kyi,Unknown,Male,1915,1975
Untitled from Untitled,Prints & Illustrated Books,1971,Craig Kauffman,American,Male,1932,2010
"Spring Valley, New York",Photography,1971,Lee Friedlander,American,Male,1934,1975
The Farm Animals (Les Animaux de la ferme),Prints & Illustrated Books,1974,Marcel Broodthaers,Belgian,Male,1924,1976
Logos 80 Programmable Electronic Calculator,Architecture & Design,1978,Mario Bellini,Italian,Male,1935,1975
Untitled,Photography,1977,Thomas Roma,American,Male,1950,1975
Indirect Messages,Prints & Illustrated Books,1972,Pravoslav Sovak,Czech,Male,1926,1975
untitled,Fluxus Collection,1977,Takako Saito,American,Female,1929,1975
"""A Yankee in Petrograd"" Vol. 5 Radio Town by Jim Dollar (Marietta Saginyan)",Architecture & Design,1924,Aleksandr Rodchenko,Russian,Male,1891,1956
"Asnières, Ancien chateau René Voyer d'Argenson",Photography,1901,Eugène Atget,French,Male,1857,1927
Berlin Startup Case Mod: Rocket Internet,Painting & Sculpture,2014,Simon Denny,New Zealander,Male,1982,1975
Untitled,Photography,1951,Todd Webb,American,Male,1905,2000
Chair from Maggrite Sky and Other Skies,Prints & Illustrated Books,1968,Masuo Ikeda,Japanese,Male,1934,1997
Legal-size Paperweight,Architecture & Design,1984,Tibor Kalman,American,Male,1949,1999
"Augustus John, Hampshire, England",Photography,1958,Irving Penn,American,Male,1917,2009
"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Two elevations of meeting house)",Architecture & Design,1960,Louis I. Kahn,American,Male,1901,1974
Untitled from Favorite Objects,Prints & Illustrated Books,1998,Christian Boltanski,French,Male,1944,1975
"Plate (folio 5) from Dormir, dormir dans les pierres",Prints & Illustrated Books,1927,Yves Tanguy,American,Male,1900,1955
"LOGOLOGICAL TEXT XI (double page plate, folios 25 and 26) from PARADE FUNÈBRE POUR CHARLES ESTIENNE",Prints & Illustrated Books,1967,Jean Dubuffet,French,Male,1901,1985
Plate (folio 25 verso) from LOS SIETE PECADOS CAPITALES,Prints & Illustrated Books,1986,Leonel Gongora,Colombian,Male,1932,1975
Untitled. (round paper lamp),Photography,1992,Michael Schmidt,German,Male,1945,2014
Leather Cloth Upholstery Fabric,Architecture & Design,1955,Jack Lenor Larsen,American,Male,1927,1975
The Day of the Locust,Painting & Sculpture,1977,Malcolm Morley,American,Male,1931,2018
El Jardin Perfumado from the portfolio Color Guard Etcetera,Prints & Illustrated Books,1991,Juan Hidalgo,Spanish,Male,1927,1975
Duo for Voice and String,Fluxus Collection,1962,Benjamin Patterson,American,Male,1934,2016
In-text plate (folio 5) from WESTERN DUO,Prints & Illustrated Books,1969,Gregory Masurovsky,American,Male,1929,2009
Measuring Spoon and Scale (Ladle and Stand),Architecture & Design,1955,Unknown,French,Unknown,1915,1975
S.O.S. Smoke Signals from Underground (SOS. Senyals de fum des d'un subsòl),Drawings,2016,Antoni Llena,Spanish,Male,1942,1975
Good Insulation / On a Pedestal Base from the series Brown Bears,Prints & Illustrated Books,1978,Les Levine,American,Male,1935,1975
May Day Lamp,Architecture & Design,1998,Konstantin Grcic,German,Male,1965,1975
Rabbit of Seville,Film,1950,Chuck Jones,American,Male,1912,2002
